"","plot","date","year","genus","species","nInd","nFlower","tag_list","field.est.abundance","url","sp.code"
"3994","MTE2",2011-05-31,"2011","Bahiopsis","laciniata","2",NA,NA,NA,NA,"Bahiopsis.laciniata"
"3995","MTE2",2011-06-15,"2011","Bahiopsis","laciniata","2",NA,NA,NA,NA,"Bahiopsis.laciniata"
"3996","MTE2",2011-07-06,"2011","Bahiopsis","laciniata","1",NA,NA,NA,NA,"Bahiopsis.laciniata"
"3997","MTI2",2011-04-12,"2011","Bahiopsis","laciniata","6",NA,NA,NA,NA,"Bahiopsis.laciniata"
"3998","MTI2",2011-04-26,"2011","Bahiopsis","laciniata","6",NA,NA,NA,NA,"Bahiopsis.laciniata"
"3999","MTI2",2011-05-07,"2011","Bahiopsis","laciniata","6",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4000","MTI2",2011-05-19,"2011","Bahiopsis","laciniata","4",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4001","MTI2",2011-05-31,"2011","Bahiopsis","laciniata","4",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4002","MTI2",2011-06-15,"2011","Bahiopsis","laciniata","4",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4003","MTI2",2011-07-06,"2011","Bahiopsis","laciniata","1",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4004","MTS1A",2011-04-27,"2011","Bahiopsis","laciniata","5",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4005","MTS1A",2011-05-03,"2011","Bahiopsis","laciniata","5",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4006","MTS1A",2011-05-12,"2011","Bahiopsis","laciniata","5",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4007","MTS1A",2011-05-24,"2011","Bahiopsis","laciniata","2",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4008","MTS1A",2011-06-13,"2011","Bahiopsis","laciniata","1",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4009","MTS1A",2011-06-27,"2011","Bahiopsis","laciniata","1",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4010","SWEA",2011-04-13,"2011","Bahiopsis","laciniata","7",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4011","SWEA",2011-04-19,"2011","Bahiopsis","laciniata","7",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4012","SWEA",2011-05-04,"2011","Bahiopsis","laciniata","7",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4013","SWEA",2011-05-20,"2011","Bahiopsis","laciniata","7",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4014","SWEA",2011-06-01,"2011","Bahiopsis","laciniata","7",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4015","SWEA",2011-06-21,"2011","Bahiopsis","laciniata","2",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4016","SWI2",2011-04-13,"2011","Bahiopsis","laciniata","10",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4017","SWI2",2011-04-19,"2011","Bahiopsis","laciniata","10",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4018","SWI2",2011-05-04,"2011","Bahiopsis","laciniata","10",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4019","SWI2",2011-05-20,"2011","Bahiopsis","laciniata","9",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4020","SWI2",2011-06-01,"2011","Bahiopsis","laciniata","7",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4021","SWI2",2011-06-21,"2011","Bahiopsis","laciniata","1",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4022","SWS1",2011-04-14,"2011","Bahiopsis","laciniata","10",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4023","SWS1",2011-04-28,"2011","Bahiopsis","laciniata","10",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4024","SWS1",2011-05-11,"2011","Bahiopsis","laciniata","7",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4025","SWS1",2011-05-25,"2011","Bahiopsis","laciniata","4",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4026","SWS3",2011-04-14,"2011","Bahiopsis","laciniata","3",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4027","SWS3",2011-04-28,"2011","Bahiopsis","laciniata","3",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4028","SWS3",2011-05-11,"2011","Bahiopsis","laciniata","3",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4029","SWS3",2011-05-25,"2011","Bahiopsis","laciniata","1",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4030","SWS3",2011-06-14,"2011","Bahiopsis","laciniata","1",NA,NA,NA,NA,"Bahiopsis.laciniata"
"4031","MTE2",2011-05-07,"2011","Bloomeria","","1",NA,NA,NA,NA,"Bloomeria"
"4032","MTLB1",2011-04-27,"2011","Bloomeria","","2",NA,NA,NA,NA,"Bloomeria"
"4033","MTLB1",2011-05-03,"2011","Bloomeria","","2",NA,NA,NA,NA,"Bloomeria"
"4034","MTS1A",2011-04-27,"2011","Hirschfeldia","incana","4",NA,NA,NA,NA,"Hirschfeldia.incana"
"4035","MTS1A",2011-05-03,"2011","Hirschfeldia","incana","4",NA,NA,NA,NA,"Hirschfeldia.incana"
"4036","MTS1A",2011-05-12,"2011","Hirschfeldia","incana","2",NA,NA,NA,NA,"Hirschfeldia.incana"
"4037","MTS1A",2011-05-24,"2011","Hirschfeldia","incana","2",NA,NA,NA,NA,"Hirschfeldia.incana"
"4038","MTS1A",2011-06-13,"2011","Hirschfeldia","incana","2",NA,NA,NA,NA,"Hirschfeldia.incana"
"4039","MTS1A",2011-06-27,"2011","Hirschfeldia","incana","2",NA,NA,NA,NA,"Hirschfeldia.incana"
"4040","MTS1A",2011-07-13,"2011","Hirschfeldia","incana","1",NA,NA,NA,NA,"Hirschfeldia.incana"
"4041","SWEA",2011-04-13,"2011","Hirschfeldia","incana","4",NA,NA,NA,NA,"Hirschfeldia.incana"
"4042","SWEA",2011-04-19,"2011","Hirschfeldia","incana","4",NA,NA,NA,NA,"Hirschfeldia.incana"
"4043","SWEA",2011-05-04,"2011","Hirschfeldia","incana","4",NA,NA,NA,NA,"Hirschfeldia.incana"
"4044","SWEA",2011-05-20,"2011","Hirschfeldia","incana","2",NA,NA,NA,NA,"Hirschfeldia.incana"
"4045","SWEA",2011-06-01,"2011","Hirschfeldia","incana","1",NA,NA,NA,NA,"Hirschfeldia.incana"
"4046","SWEA",2011-06-21,"2011","Hirschfeldia","incana","1",NA,NA,NA,NA,"Hirschfeldia.incana"
"4047","SWEA",2011-07-05,"2011","Hirschfeldia","incana","1",NA,NA,NA,NA,"Hirschfeldia.incana"
"4048","SWEA",2011-07-18,"2011","Hirschfeldia","incana","1",NA,NA,NA,NA,"Hirschfeldia.incana"
"4049","SWI2",2011-04-13,"2011","Hirschfeldia","incana","6",NA,NA,NA,NA,"Hirschfeldia.incana"
"4050","SWI2",2011-04-19,"2011","Hirschfeldia","incana","6",NA,NA,NA,NA,"Hirschfeldia.incana"
"4051","SWI2",2011-05-04,"2011","Hirschfeldia","incana","4",NA,NA,NA,NA,"Hirschfeldia.incana"
"4052","SWI2",2011-05-20,"2011","Hirschfeldia","incana","2",NA,NA,NA,NA,"Hirschfeldia.incana"
"4053","SWI2",2011-06-01,"2011","Hirschfeldia","incana","2",NA,NA,NA,NA,"Hirschfeldia.incana"
"4054","SWI2",2011-06-21,"2011","Hirschfeldia","incana","1",NA,NA,NA,NA,"Hirschfeldia.incana"
"4055","SWI2",2011-07-05,"2011","Hirschfeldia","incana","1",NA,NA,NA,NA,"Hirschfeldia.incana"
"4056","SWI2",2011-07-18,"2011","Hirschfeldia","incana","1",NA,NA,NA,NA,"Hirschfeldia.incana"
"4057","SWS1",2011-04-14,"2011","Hirschfeldia","incana","7",NA,NA,NA,NA,"Hirschfeldia.incana"
"4058","SWS1",2011-04-28,"2011","Hirschfeldia","incana","7",NA,NA,NA,NA,"Hirschfeldia.incana"
"4059","SWS1",2011-05-11,"2011","Hirschfeldia","incana","4",NA,NA,NA,NA,"Hirschfeldia.incana"
"4060","SWS1",2011-05-25,"2011","Hirschfeldia","incana","4",NA,NA,NA,NA,"Hirschfeldia.incana"
"4061","SWS1",2011-06-14,"2011","Hirschfeldia","incana","2",NA,NA,NA,NA,"Hirschfeldia.incana"
"4062","SWS1",2011-06-28,"2011","Hirschfeldia","incana","2",NA,NA,NA,NA,"Hirschfeldia.incana"
"4063","MTE2",2011-04-26,"2011","Calochortus","splendens","1",NA,NA,NA,NA,"Calochortus.splendens"
"4064","MTE2",2011-05-07,"2011","Calochortus","splendens","2",NA,NA,NA,NA,"Calochortus.splendens"
"4065","MTE2",2011-05-19,"2011","Calochortus","splendens","1",NA,NA,NA,NA,"Calochortus.splendens"
"4066","MTI2",2011-05-07,"2011","Calochortus","splendens","2",NA,NA,NA,NA,"Calochortus.splendens"
"4067","MTI2",2011-05-19,"2011","Calochortus","splendens","2",NA,NA,NA,NA,"Calochortus.splendens"
"4068","MTI2",2011-05-31,"2011","Calochortus","splendens","2",NA,NA,NA,NA,"Calochortus.splendens"
"4069","MTI2",2011-06-15,"2011","Calochortus","splendens","2",NA,NA,NA,NA,"Calochortus.splendens"
"4070","SWS3",2011-04-14,"2011","Calochortus","splendens","1",NA,NA,NA,NA,"Calochortus.splendens"
"4071","SWS3",2011-04-28,"2011","Calochortus","splendens","2",NA,NA,NA,NA,"Calochortus.splendens"
"4072","SWS3",2011-05-11,"2011","Calochortus","splendens","2",NA,NA,NA,NA,"Calochortus.splendens"
"4073","SWS3",2011-05-25,"2011","Calochortus","splendens","1",NA,NA,NA,NA,"Calochortus.splendens"
"4074","MTE2",2011-05-07,"2011","Calystegia","macrostegia","3",NA,NA,NA,NA,"Calystegia.macrostegia"
"4075","MTE2",2011-05-19,"2011","Calystegia","macrostegia","2",NA,NA,NA,NA,"Calystegia.macrostegia"
"4076","MTE2",2011-05-31,"2011","Calystegia","macrostegia","1",NA,NA,NA,NA,"Calystegia.macrostegia"
"4077","MTI2",2011-04-12,"2011","Calystegia","macrostegia","2",NA,NA,NA,NA,"Calystegia.macrostegia"
"4078","MTI2",2011-04-26,"2011","Calystegia","macrostegia","3",NA,NA,NA,NA,"Calystegia.macrostegia"
"4079","MTI2",2011-05-07,"2011","Calystegia","macrostegia","4",NA,NA,NA,NA,"Calystegia.macrostegia"
"4080","MTI2",2011-05-19,"2011","Calystegia","macrostegia","4",NA,NA,NA,NA,"Calystegia.macrostegia"
"4081","MTI2",2011-05-31,"2011","Calystegia","macrostegia","2",NA,NA,NA,NA,"Calystegia.macrostegia"
"4082","MTI2",2011-06-15,"2011","Calystegia","macrostegia","2",NA,NA,NA,NA,"Calystegia.macrostegia"
"4083","MTI2",2011-07-06,"2011","Calystegia","macrostegia","1",NA,NA,NA,NA,"Calystegia.macrostegia"
"4084","SWI2",2011-04-13,"2011","Calystegia","macrostegia","1",NA,NA,NA,NA,"Calystegia.macrostegia"
"4085","SWI2",2011-04-19,"2011","Calystegia","macrostegia","1",NA,NA,NA,NA,"Calystegia.macrostegia"
"4086","SWI2",2011-05-04,"2011","Calystegia","macrostegia","1",NA,NA,NA,NA,"Calystegia.macrostegia"
"4087","SWS1",2011-04-14,"2011","Calystegia","macrostegia","1",NA,NA,NA,NA,"Calystegia.macrostegia"
"4088","SWS1",2011-04-28,"2011","Calystegia","macrostegia","1",NA,NA,NA,NA,"Calystegia.macrostegia"
"4089","SWS1",2011-05-11,"2011","Calystegia","macrostegia","1",NA,NA,NA,NA,"Calystegia.macrostegia"
"4090","MTI2",2011-04-12,"2011","Castilleja","","2",NA,NA,NA,NA,"Castilleja"
"4091","MTI2",2011-04-26,"2011","Castilleja","","2",NA,NA,NA,NA,"Castilleja"
"4092","MTI2",2011-05-07,"2011","Castilleja","","2",NA,NA,NA,NA,"Castilleja"
"4093","MTI2",2011-05-19,"2011","Castilleja","","1",NA,NA,NA,NA,"Castilleja"
"4094","MTI2",2011-05-31,"2011","Castilleja","","2",NA,NA,NA,NA,"Castilleja"
"4095","MTE2",2011-05-31,"2011","Centaurea","melitensis","1",NA,NA,NA,NA,"Centaurea.melitensis"
"4096","MTS1A",2011-05-24,"2011","Centaurea","melitensis","1",NA,NA,NA,NA,"Centaurea.melitensis"
"4097","MTS1A",2011-06-13,"2011","Centaurea","melitensis","1",NA,NA,NA,NA,"Centaurea.melitensis"
"4098","SWS1",2011-04-28,"2011","Centaurea","melitensis","3",NA,NA,NA,NA,"Centaurea.melitensis"
"4099","SWS1",2011-05-11,"2011","Centaurea","melitensis","2",NA,NA,NA,NA,"Centaurea.melitensis"
"4100","SWS1",2011-05-25,"2011","Centaurea","melitensis","2",NA,NA,NA,NA,"Centaurea.melitensis"
"4101","SWS3",2011-04-14,"2011","Chaenactis","gabriuscula","1",NA,NA,NA,NA,"Chaenactis.gabriuscula"
"4102","SWS3",2011-04-28,"2011","Chaenactis","gabriuscula","5",NA,NA,NA,NA,"Chaenactis.gabriuscula"
"4103","SWS3",2011-05-11,"2011","Chaenactis","gabriuscula","5",NA,NA,NA,NA,"Chaenactis.gabriuscula"
"4104","SWS3",2011-05-25,"2011","Chaenactis","gabriuscula","5",NA,NA,NA,NA,"Chaenactis.gabriuscula"
"4105","SWS3",2011-06-14,"2011","Chaenactis","gabriuscula","1",NA,NA,NA,NA,"Chaenactis.gabriuscula"
"4106","MTI2",2011-05-07,"2011","Chorizanthe","fimbriata","6",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4107","MTI2",2011-05-19,"2011","Chorizanthe","fimbriata","7",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4108","MTI2",2011-05-31,"2011","Chorizanthe","fimbriata","7",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4109","MTI2",2011-06-15,"2011","Chorizanthe","fimbriata","3",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4110","MTI2",2011-07-06,"2011","Chorizanthe","fimbriata","1",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4111","SWI2",2011-05-04,"2011","Chorizanthe","fimbriata","3",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4112","SWI2",2011-05-20,"2011","Chorizanthe","fimbriata","3",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4113","SWI2",2011-06-01,"2011","Chorizanthe","fimbriata","3",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4114","SWS3",2011-04-28,"2011","Chorizanthe","fimbriata","3",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4115","SWS3",2011-05-11,"2011","Chorizanthe","fimbriata","3",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4116","SWS3",2011-05-25,"2011","Chorizanthe","fimbriata","3",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4117","SWS3",2011-06-14,"2011","Chorizanthe","fimbriata","1",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4118","SWS3",2011-06-28,"2011","Chorizanthe","fimbriata","1",NA,NA,NA,NA,"Chorizanthe.fimbriata"
"4119","MTS1A",2011-04-27,"2011","Chrysanthemum","coronarium","10",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4120","MTS1A",2011-05-03,"2011","Chrysanthemum","coronarium","10",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4121","MTS1A",2011-05-12,"2011","Chrysanthemum","coronarium","7",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4122","MTS1A",2011-05-24,"2011","Chrysanthemum","coronarium","4",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4123","SWI2",2011-04-13,"2011","Chrysanthemum","coronarium","7",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4124","SWI2",2011-04-19,"2011","Chrysanthemum","coronarium","7",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4125","SWI2",2011-05-04,"2011","Chrysanthemum","coronarium","1",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4126","SWS1",2011-04-14,"2011","Chrysanthemum","coronarium","1",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4127","SWS1",2011-04-28,"2011","Chrysanthemum","coronarium","1",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4128","SWS3",2011-04-14,"2011","Chrysanthemum","coronarium","1",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4129","SWS3",2011-04-28,"2011","Chrysanthemum","coronarium","1",NA,NA,NA,NA,"Chrysanthemum.coronarium"
"4130","SWS3",2011-06-14,"2011","Croton","setigerus","2",NA,NA,NA,NA,"Croton.setigerus"
"4131","SWS3",2011-06-28,"2011","Croton","setigerus","3",NA,NA,NA,NA,"Croton.setigerus"
"4132","SWS3",2011-07-15,"2011","Croton","setigerus","3",NA,NA,NA,NA,"Croton.setigerus"
"4133","SWS3",2011-08-03,"2011","Croton","setigerus","2",NA,NA,NA,NA,"Croton.setigerus"
"4134","SWS3",2011-08-17,"2011","Croton","setigerus","1",NA,NA,NA,NA,"Croton.setigerus"
"4135","SWEA",2011-04-13,"2011","Cryptantha","intermedia","2",NA,NA,NA,NA,"Cryptantha.intermedia"
"4136","SWEA",2011-04-19,"2011","Cryptantha","intermedia","2",NA,NA,NA,NA,"Cryptantha.intermedia"
"4137","SWEA",2011-05-04,"2011","Cryptantha","intermedia","2",NA,NA,NA,NA,"Cryptantha.intermedia"
"4138","SWEA",2011-05-20,"2011","Cryptantha","intermedia","1",NA,NA,NA,NA,"Cryptantha.intermedia"
"4139","SWI2",2011-04-13,"2011","Cryptantha","intermedia","3",NA,NA,NA,NA,"Cryptantha.intermedia"
"4140","SWI2",2011-04-19,"2011","Cryptantha","intermedia","3",NA,NA,NA,NA,"Cryptantha.intermedia"
"4141","SWI2",2011-05-04,"2011","Cryptantha","intermedia","2",NA,NA,NA,NA,"Cryptantha.intermedia"
"4142","SWI2",2011-05-20,"2011","Cryptantha","intermedia","1",NA,NA,NA,NA,"Cryptantha.intermedia"
"4143","SWS3",2011-04-14,"2011","Cryptantha","intermedia","1",NA,NA,NA,NA,"Cryptantha.intermedia"
"4144","SWS3",2011-04-28,"2011","Cryptantha","intermedia","1",NA,NA,NA,NA,"Cryptantha.intermedia"
"4145","MTLB1",2011-05-12,"2011","Deinandra","fasciculata","2",NA,NA,NA,NA,"Deinandra.fasciculata"
"4146","MTLB1",2011-05-24,"2011","Deinandra","fasciculata","3",NA,NA,NA,NA,"Deinandra.fasciculata"
"4147","MTLB1",2011-06-13,"2011","Deinandra","fasciculata","3",NA,NA,NA,NA,"Deinandra.fasciculata"
"4148","MTLB1",2011-06-27,"2011","Deinandra","fasciculata","3",NA,NA,NA,NA,"Deinandra.fasciculata"
"4149","MTLB1",2011-07-13,"2011","Deinandra","fasciculata","2",NA,NA,NA,NA,"Deinandra.fasciculata"
"4150","MTLB1",2011-08-01,"2011","Deinandra","fasciculata","1",NA,NA,NA,NA,"Deinandra.fasciculata"
"4151","MTLB1",2011-08-17,"2011","Deinandra","fasciculata","1",NA,NA,NA,NA,"Deinandra.fasciculata"
"4152","MTS1A",2011-05-12,"2011","Deinandra","fasciculata","3",NA,NA,NA,NA,"Deinandra.fasciculata"
"4153","MTS1A",2011-05-24,"2011","Deinandra","fasciculata","8",NA,NA,NA,NA,"Deinandra.fasciculata"
"4154","MTS1A",2011-06-13,"2011","Deinandra","fasciculata","9",NA,NA,NA,NA,"Deinandra.fasciculata"
"4155","MTS1A",2011-06-27,"2011","Deinandra","fasciculata","9",NA,NA,NA,NA,"Deinandra.fasciculata"
"4156","MTS1A",2011-07-13,"2011","Deinandra","fasciculata","7",NA,NA,NA,NA,"Deinandra.fasciculata"
"4157","MTS1A",2011-08-01,"2011","Deinandra","fasciculata","4",NA,NA,NA,NA,"Deinandra.fasciculata"
"4158","MTS1A",2011-08-17,"2011","Deinandra","fasciculata","1",NA,NA,NA,NA,"Deinandra.fasciculata"
"4159","SWS3",2011-05-11,"2011","Deinandra","fasciculata","3",NA,NA,NA,NA,"Deinandra.fasciculata"
"4160","SWS3",2011-05-25,"2011","Deinandra","fasciculata","6",NA,NA,NA,NA,"Deinandra.fasciculata"
"4161","SWS3",2011-06-14,"2011","Deinandra","fasciculata","7",NA,NA,NA,NA,"Deinandra.fasciculata"
"4162","SWS3",2011-06-28,"2011","Deinandra","fasciculata","6",NA,NA,NA,NA,"Deinandra.fasciculata"
"4163","SWS3",2011-07-15,"2011","Deinandra","fasciculata","2",NA,NA,NA,NA,"Deinandra.fasciculata"
"4164","SWS3",2011-08-03,"2011","Deinandra","fasciculata","1",NA,NA,NA,NA,"Deinandra.fasciculata"
"4165","SWS3",2011-08-17,"2011","Deinandra","fasciculata","1",NA,NA,NA,NA,"Deinandra.fasciculata"
"4166","MTS1A",2011-04-27,"2011","Dichelostemma","capitatum","2",NA,NA,NA,NA,"Dichelostemma.capitatum"
"4167","MTS1A",2011-05-03,"2011","Dichelostemma","capitatum","2",NA,NA,NA,NA,"Dichelostemma.capitatum"
"4168","MTE2",2011-04-26,"2011","Encelia","californica","2",NA,NA,NA,NA,"Encelia.californica"
"4169","MTE2",2011-05-07,"2011","Encelia","californica","2",NA,NA,NA,NA,"Encelia.californica"
"4170","MTE2",2011-05-19,"2011","Encelia","californica","2",NA,NA,NA,NA,"Encelia.californica"
"4171","SWI2",2011-04-13,"2011","Encelia","californica","1",NA,NA,NA,NA,"Encelia.californica"
"4172","SWI2",2011-04-19,"2011","Encelia","californica","1",NA,NA,NA,NA,"Encelia.californica"
"4173","SWI2",2011-05-04,"2011","Encelia","californica","1",NA,NA,NA,NA,"Encelia.californica"
"4174","SWS3",2011-04-14,"2011","Encelia","californica","1",NA,NA,NA,NA,"Encelia.californica"
"4175","SWS3",2011-04-28,"2011","Encelia","californica","1",NA,NA,NA,NA,"Encelia.californica"
"4176","SWI2",2011-04-13,"2011","Encelia","farinosa","1",NA,NA,NA,NA,"Encelia.farinosa"
"4177","SWI2",2011-04-19,"2011","Encelia","farinosa","1",NA,NA,NA,NA,"Encelia.farinosa"
"4178","SWI2",2011-05-04,"2011","Encelia","farinosa","1",NA,NA,NA,NA,"Encelia.farinosa"
"4179","MTE2",2011-04-12,"2011","Eriogonum","fasciculatum","3",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4180","MTE2",2011-04-26,"2011","Eriogonum","fasciculatum","3",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4181","MTE2",2011-05-07,"2011","Eriogonum","fasciculatum","3",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4182","MTE2",2011-05-19,"2011","Eriogonum","fasciculatum","3",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4183","MTE2",2011-05-31,"2011","Eriogonum","fasciculatum","3",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4184","MTE2",2011-06-15,"2011","Eriogonum","fasciculatum","3",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4185","MTE2",2011-07-06,"2011","Eriogonum","fasciculatum","3",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4186","MTE2",2011-07-20,"2011","Eriogonum","fasciculatum","1",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4187","MTE2",2011-08-08,"2011","Eriogonum","fasciculatum","1",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4188","MTI2",2011-04-12,"2011","Eriogonum","fasciculatum","4",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4189","MTI2",2011-04-26,"2011","Eriogonum","fasciculatum","4",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4190","MTI2",2011-05-07,"2011","Eriogonum","fasciculatum","4",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4191","MTI2",2011-05-19,"2011","Eriogonum","fasciculatum","4",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4192","MTI2",2011-05-31,"2011","Eriogonum","fasciculatum","2",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4193","MTI2",2011-06-15,"2011","Eriogonum","fasciculatum","2",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4194","MTI2",2011-07-06,"2011","Eriogonum","fasciculatum","1",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4195","MTI2",2011-07-20,"2011","Eriogonum","fasciculatum","1",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4196","MTI2",2011-08-08,"2011","Eriogonum","fasciculatum","1",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4197","MTLB1",2011-04-27,"2011","Eriogonum","fasciculatum","8",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4198","MTLB1",2011-05-03,"2011","Eriogonum","fasciculatum","8",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4199","MTLB1",2011-05-12,"2011","Eriogonum","fasciculatum","8",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4200","MTLB1",2011-05-24,"2011","Eriogonum","fasciculatum","6",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4201","MTLB1",2011-06-13,"2011","Eriogonum","fasciculatum","6",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4202","MTLB1",2011-06-27,"2011","Eriogonum","fasciculatum","4",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4203","MTLB1",2011-07-13,"2011","Eriogonum","fasciculatum","3",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4204","MTLB1",2011-08-01,"2011","Eriogonum","fasciculatum","1",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4205","MTLB1",2011-08-17,"2011","Eriogonum","fasciculatum","1",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4206","MTS1A",2011-04-27,"2011","Eriogonum","fasciculatum","8",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4207","MTS1A",2011-05-03,"2011","Eriogonum","fasciculatum","8",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4208","MTS1A",2011-05-12,"2011","Eriogonum","fasciculatum","8",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4209","MTS1A",2011-05-24,"2011","Eriogonum","fasciculatum","7",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4210","MTS1A",2011-06-13,"2011","Eriogonum","fasciculatum","6",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4211","MTS1A",2011-06-27,"2011","Eriogonum","fasciculatum","4",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4212","MTS1A",2011-07-13,"2011","Eriogonum","fasciculatum","2",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4213","MTS1A",2011-08-01,"2011","Eriogonum","fasciculatum","1",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4214","MTS1A",2011-08-17,"2011","Eriogonum","fasciculatum","1",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4215","SWEA",2011-04-13,"2011","Eriogonum","fasciculatum","10",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4216","SWEA",2011-04-19,"2011","Eriogonum","fasciculatum","10",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4217","SWEA",2011-05-04,"2011","Eriogonum","fasciculatum","10",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4218","SWEA",2011-05-20,"2011","Eriogonum","fasciculatum","10",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4219","SWEA",2011-06-01,"2011","Eriogonum","fasciculatum","9",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4220","SWEA",2011-06-21,"2011","Eriogonum","fasciculatum","7",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4221","SWEA",2011-07-05,"2011","Eriogonum","fasciculatum","5",NA,NA,NA,NA,"Eriogonum.fasciculatum"
"4222","SWEA",2011-07-18,"2011","Eriogonum","fasciculatum","3",NA,NA,NA,NA,"Eriogonum.fasciculatum"
